,name,price,adress,image_link
223,Mouton,150000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4198927_uploaded_image1_1683045296.jpg
224,Moutons,240000,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_4198569_uploaded_image1_1683033551.jpg
225,Mouton ,800000,"Louga, Sénégal",https://images.coinafrique.com/thumb_4198188_uploaded_image1_1683021884.jpg
226,Mouton,75000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4196101_uploaded_image1_1682881390.jpg
227,Mouton ladoum,850000,"Almadies 2, Dakar, Sénégal",https://images.coinafrique.com/thumb_4195346_uploaded_image1_1682806636.jpg
228,Moutons,125000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4192844_uploaded_image1_1682618419.jpg
229,Moutons ,Prixsurdemande,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_4177437_uploaded_image1_1681517035.jpg
230,Brebis,75000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4175237_uploaded_image1_1681390037.jpg
231,Mouton,Prixsurdemande,"Thies, Sénégal",https://images.coinafrique.com/thumb_4169738_uploaded_image1_1681049475.jpg
232,Mouton Azawat,150000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4160771_uploaded_image1_1680528476.jpg
233,Brebis ,95000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4155201_uploaded_image1_1680182796.jpg
234,Mouton ladoum ,600000,"Louga, Sénégal",https://images.coinafrique.com/thumb_4152006_uploaded_image1_1679997359.jpg
235,Mouton ladoum,500000,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4150306_uploaded_image1_1679880896.jpg
236,Mouton Ladoum Azawatt   ,400000,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_4150287_uploaded_image1_1679880266.jpg
237,Mouton ladoum,500000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4143070_uploaded_image1_1679409169.jpg
238,Brebis,110000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4141471_uploaded_image1_1679321283.jpg
239,Mouton femelle Ladoum,400000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_4127293_uploaded_image1_1678381991.jpg
240,Agnelle Ladoum,125000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4124306_uploaded_image1_1678211736.jpg
241,Moutons,150000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4100015_uploaded_image1_1676717834.jpg
242,Moutons ,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4095794_uploaded_image1_1676464676.jpg
243,Moutons ,120000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4069918_uploaded_image1_1675008490.jpg
244,Moutons,130000,"Pikine, Sénégal",https://images.coinafrique.com/thumb_4067794_uploaded_image1_1674832065.jpg
245,Mouton ladoum,Prixsurdemande,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg
246,Mouton femelle Ladoum,Prixsurdemande,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_4061067_uploaded_image1_1674421753.jpg
