,name,price,adress,image_link
619,Pigeon - Couple Texen,35000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2655212_uploaded_image1_1601230092.jpg
620,Lapin géant Angoura ,15000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2644118_uploaded_image1_1600776918.jpg
621,Poule Cochin cailloutée,180000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2641987_uploaded_image1_1600702005.jpg
622,Mondains standard 2019,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2640136_uploaded_image1_1600630061.jpg
623,Pigeons voyageurs,Prixsurdemande,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2640132_uploaded_image1_1600629959.jpg
624,Lapins nains,35000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2640044_uploaded_image1_1600626910.jpg
625,Lapins nains,30000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2640033_uploaded_image1_1600626505.jpg
626,Poulets brahman,25000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2631399_uploaded_image1_1600290648.jpg
627,Couple Texan,45000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2627818_uploaded_image1_1600179722.jpg
628,Poule rouge & bleus d'Hollande,10000,"Thies, Sénégal",https://images.coinafrique.com/thumb_2625194_uploaded_image1_1600090474.jpg
629,Pigeon voyageur,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2621772_uploaded_image1_1599939192.jpg
630,Pigeons Boulant De Saxe adultes,40000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2617019_uploaded_image1_1599763487.jpg
631,Couple Texan,55000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2615679_uploaded_image1_1599734824.jpg
632,Couple texan,45000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2608792_uploaded_image1_1599519768.jpg
633,Paire Cohen Barman,65000,"Ndiass, Sénégal",https://images.coinafrique.com/thumb_2605030_uploaded_image1_1599401534.jpg
634,Pigeon ordinaire,1000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2604620_uploaded_image1_1599388255.jpg
635,Pigeon voyageur,4000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_2600934_uploaded_image1_1599238239.jpg
636,Bramah  - hermineh  -frises blancs,25000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_2591465_uploaded_image1_1598970772.jpg
637,Poussins,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2586569_uploaded_image1_1598802371.jpg
638,Poulets ,3000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2577823_uploaded_image1_1598451435.jpg
639,Poules Brahman,15000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2572060_uploaded_image1_1598279843.jpg
640,Pigeons cravaté chinois,15000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2566760_uploaded_image1_1598102409.jpg
641,Pigeons dragon blanc sec & voyageur ,15000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2561021_uploaded_image1_1597934615.jpg
642,Brahman colombia,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2560354_uploaded_image1_1597924245.jpg
643,Lapin nain,35000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2541523_uploaded_image1_1597358026.jpg
644,Lapin nain,30000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2541503_uploaded_image1_1597357353.jpg
645,Pigeons ,Prixsurdemande,"Mboro, Sénégal",https://images.coinafrique.com/thumb_2521008_uploaded_image1_1596768507.jpg
646,Poulet - oeuf,Prixsurdemande,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_2516606_uploaded_image1_1596653482.jpg
647,Pigeon allemand,50000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2516109_uploaded_image1_1596644250.jpg
648,Poussins brahman colombia,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2513890_uploaded_image1_1596608950.jpg
649,Paons,5000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2511822_uploaded_image1_1596551448.jpg
650,Pigeon voyageur,7000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2507523_uploaded_image1_1596456276.jpg
651,Pigeon voyageur,7000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2505095_uploaded_image1_1596378141.jpg
652,Lapin femelle,25000,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_2501399_uploaded_image1_1596221963.jpg
653,Pigeon boulant de pomerani mâle,50000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2499730_uploaded_image1_1596141952.jpg
654,Pigeon voyageur ,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2463056_uploaded_image1_1595273844.jpg
655,Poussîns,480,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2455108_uploaded_image1_1595083998.jpg
656,Poulet ,3000,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_2450669_uploaded_image1_1594987392.jpg
657,Lapins,20000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2429419_uploaded_image1_1594546501.jpg
658,Pigeons,40000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2421679_uploaded_image1_1594369562.jpg
659,Poussin brahmane ,12500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2421069_uploaded_image1_1594340902.jpg
660,Poussins Brahman,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2397001_uploaded_image1_1593963655.jpg
661,Cailles,12500,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2394348_uploaded_image1_1593899461.jpg
662,Colvert,25000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2373373_uploaded_image1_1593556758.jpg
663,Poule de race,15000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2351149_uploaded_image1_1593181470.jpg
664,Lapins,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2349641_uploaded_image1_1593167061.jpg
665,Poules bleu Hollande,2000,"Diourbel, Sénégal",https://images.coinafrique.com/thumb_2336310_uploaded_image1_1592955606.jpg
666,Lince,70000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2323612_uploaded_image1_1592765525.jpg
667,Pigeons,70000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2323545_uploaded_image1_1592764300.jpg
668,Paon - pigeon,35000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2323541_uploaded_image1_1592764212.jpg
669,Poussins Brahmane blanc,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2321103_uploaded_image1_1592726101.jpg
670,Pigeons,60000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2321099_uploaded_image1_1592725966.jpg
671,Cauchoix pair,70000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2321095_uploaded_image1_1592725829.jpg
672,Lapin - lapereaux,20000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2297368_uploaded_image1_1592352689.jpg
673,Poulet de chair ,3000,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2289615_uploaded_image1_1592241607.jpg
674,Poulet,40000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2284393_uploaded_image1_1592163359.jpg
675,Poules,40000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2284382_uploaded_image1_1592163164.jpg
676,Cochin,40000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2283654_uploaded_image1_1592152413.jpg
677,Cochin coucou,40000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2283626_uploaded_image1_1592152112.jpg
678,Culbita rakovni,40000,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_2270078_uploaded_image1_1591913628.5.jpeg
679,Couple bramane productrice,65000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_2263150_uploaded_image1_1591826889.jpg
680,Jeunes mâles brahman,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2258568_uploaded_image1_1591778766.jpg
681,Poussin brahmane,12500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2257189_uploaded_image1_1591743386.jpg
682,Poussin brahmane,12500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2257183_uploaded_image1_1591743270.jpg
683,Lapins,15000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2229912_uploaded_image1_1591309427.jpg
684,Lapins Angora française,15000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2223516_uploaded_image1_1591222379.jpg
685,Lapin,20000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2221541_uploaded_image1_1591196081.jpg
686,Lapin,15000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2221308_uploaded_image1_1591193544.jpg
687,poulet,2500,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2218341_uploaded_image1_1591159723.jpg
688,Pigeon lavande  ,35000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2203490_uploaded_image1_1590929887.jpg
689,Poulet mâle,2200,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2172605_uploaded_image1_1590453736.jpg
690,Poulet,3000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2132014_uploaded_image1_1589793253.jpg
691,Poulet Bleu hollandais,30000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2106379_uploaded_image1_1589378473.jpg
692,Couple Pigeon Cravate,30000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2082389_uploaded_image1_1588989025.jpg
693,Poulet,4200,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2021584_uploaded_image1_1588073587.jpg
694,Poulets à vendre et oeufs,2200,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2002375_uploaded_image1_1587741273.jpg
695,Poulets,3000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2001942_uploaded_image2_1587735661.98.jpeg
696,Oie  ,35000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1997244_uploaded_image1_1587667066.jpg
697,Couple Laor                  ,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1995210_uploaded_image1_1587646147.jpg
698,Couple  Laor,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1995183_uploaded_image1_1587645917.jpg
699,Pigeons,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1995134_uploaded_image1_1587645507.jpg
700,Couple Laor,50000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1995115_uploaded_image1_1587645382.jpg
701,Pigeon,35000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_1992182_uploaded_image1_1587592805.jpg
702,Poussins  brahman colombia,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1990096_uploaded_image1_1587571540.jpg
703,Poulets de chair,2500,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_1988804_uploaded_image1_1587553659.jpg
704,Couple Brahman,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1975396_uploaded_image1_1587342507.59.jpeg
705,Poussins nés le 8 avril,650,"Saly, Sénégal",https://images.coinafrique.com/thumb_1971696_uploaded_image1_1587287294.47.jpeg
706,Poulets,2400,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1963033_uploaded_image1_1587140018.16.jpeg
707,Poulets ,2400,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1963021_uploaded_image1_1587139946.35.jpeg
708,Poulets de chairs,2500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1934126_uploaded_image1_1586708547.66.png
709,Poulets,2750,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1918730_uploaded_image1_1586442251.23.png
710,Lapins,Prixsurdemande,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_1913175_uploaded_image1_1586355015.48.png
711,Orpington,30000,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1913036_uploaded_image1_1586352896.21.png
712,Poulet,3000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1907954_uploaded_image1_1586270049.67.png
713,Coq Orpitone ,30000,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1890489_uploaded_image1_1585937996.82.png
714,Pigeons King,35000,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1890193_uploaded_image1_1585934383.75.png
715,Pigeons Laor,40000,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1890181_uploaded_image1_1585934252.04.png
716,Pigeons,30000,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1890093_uploaded_image1_1585933267.84.png
717,Pigeon paon         ,40000,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1890068_uploaded_image1_1585932988.65.png
718,Poulet de chair,2500,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1888745_uploaded_image1_1585919292.3.png
719,Pigeons Mondain / boulan ,Prixsurdemande,"Louga, Sénégal",https://images.coinafrique.com/thumb_1856511_uploaded_image1_1585321343.73.png
720,Poulet de chair,3000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_1842198_uploaded_image1_1585068914.59.png
721,Pigeon voyageur,13000,"Dakar-Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_1831100_uploaded_image1_1584866055.19.png
722,Pigeon voyageur,13000,"Dakar-Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_1831098_uploaded_image1_1584866026.02.png
723,Cop Brahma,40000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_1812172_uploaded_image1_1584528622.9.png
724,Poulet de chair,2700,Sénégal,https://images.coinafrique.com/thumb_1804847_uploaded_image1_1584408926.38.png
725,Paon indien,30000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1804679_uploaded_image1_1584402291.56.png
726,Pigeon texan - Paon indien,60000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1804522_uploaded_image1_1584398352.13.png
727,Pigeon texan paon indien,60000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_1804515_uploaded_image1_1584398280.63.png
728,Mâle bantam,20000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1773437_uploaded_image1_1583858452.61.png
729,Lapin Angora,25000,"Thies Nord, Thiès, Sénégal",https://images.coinafrique.com/thumb_1732205_uploaded_image1_1583152160.0.png
730,Coq,25000,"Les Parcelles Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_1723625_uploaded_image1_1582972350.31.png
731,Poussin Orpington ,5000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1716103_uploaded_image1_1582837127.36.png
732,Pigeons,65000,"Dakar-Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_1712742_uploaded_image1_1582798028.37.png
733,Coq Orpington Fauve,35000,"Louga, Sénégal",https://images.coinafrique.com/thumb_1699722_uploaded_image1_1582581938.31.png
734,Paon,250000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1691196_uploaded_image1_1582420837.2.png
735,Lapin métissé,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1687460_uploaded_image1_1582336381.54.png
736,Blond Panoramin,40000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_1654385_uploaded_image1_1581775358.47.png
737,Poule,55000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1645136_uploaded_image1_1581608040.8.png
738,Femelle cochin bleu ,30000,"Les Parcelles Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_1599500_uploaded_image1_1580916087.86.png
739,Oies,90000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1584132_uploaded_image2_1580714620.25.png
740,Couple Cochin,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1577201_uploaded_image1_1580561085.8.png
741,Poulet ,40000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_1521236_uploaded_image1_1579695858.03.png
742,Males Bantam de Pékin,15000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1480111_uploaded_image1_1579028647.6.png
743,Poule,35000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_1461888_uploaded_image1_1578719186.99.png
744,Poussin hermine - 7 jours,15000,Sénégal,https://images.coinafrique.com/thumb_1432855_uploaded_image1_1578928555.77.png
745,Poulet de race,40000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1417714_uploaded_image1_1577970779.66.png
746,Brahmane,50000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1415899_uploaded_image1_1577916626.18.png
747,Trio Bantam de Pékin,60000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1415870_uploaded_image1_1577915713.92.png
748,Oeuf fécondé,240,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1365452_uploaded_image1_1576790350.48.png
749,Canards,5000,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1346042_uploaded_image1_1576463783.33.png
750,Dinde d'Amérique,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1346036_uploaded_image1_1576462750.49.png
751,Lapin,25000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_1291244_uploaded_image1_1575430604.21.png
752,Lapins de race,70000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_1291215_uploaded_image1_1575425694.27.png
753,Lapins de race,70000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_1291213_uploaded_image1_1575425609.27.png
754,Lapereaux fauve,Prixsurdemande,"Ngor, Dakar, Sénégal",https://images.coinafrique.com/thumb_1261253_uploaded_image1_1574871227.98.png
755,Pigeon mondain,20000,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1247406_uploaded_image1_1574631655.88.png
